,branch,variable,expression
1025,Demand Sites and Catchments\Adaman\Barley,Target Depth,0
1026,Demand Sites and Catchments\Adaman\Barley,Maximum Infiltration Rate,243.8
1027,Demand Sites and Catchments\Adaman\Barley,Release Requirement,0
1028,Demand Sites and Catchments\Adaman\Barley,Maximum Percolation Rate,7315.2
1029,Demand Sites and Catchments\Adaman\Barley,Effective Precipitation,100
1030,Demand Sites and Catchments\Adaman\Barley,Fraction Covered,0
1031,Demand Sites and Catchments\Adaman\Barley,Direct Recharge to GW,0.0
1032,Demand Sites and Catchments\Adaman\Winter_Wheat,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\adaman_Winter Wheat.xlsx, A3:B12))"
1033,Demand Sites and Catchments\Adaman\Winter_Wheat,Potential Yield,6355
1034,Demand Sites and Catchments\Adaman\Winter_Wheat,Irrigation Schedule,"IrrigationSchedule(1, Dec 1, May 29, % of RAW, 100, % Depletion, 100)"
1035,Demand Sites and Catchments\Adaman\Winter_Wheat,Market Price,0
1036,Demand Sites and Catchments\Adaman\Winter_Wheat,Fraction Wetted,0.6
1037,Demand Sites and Catchments\Adaman\Winter_Wheat,Total Soil Thickness,2
1038,Demand Sites and Catchments\Adaman\Winter_Wheat,Irrigation Efficiency,60
1039,Demand Sites and Catchments\Adaman\Winter_Wheat,Loss to Groundwater,0
1040,Demand Sites and Catchments\Adaman\Winter_Wheat,Soil Water Capacity,SoilLibrary(Loam)
1041,Demand Sites and Catchments\Adaman\Winter_Wheat,Loss to Runoff,0
1042,Demand Sites and Catchments\Adaman\Winter_Wheat,Minimum Depth,0
1043,Demand Sites and Catchments\Adaman\Winter_Wheat,Target Depth,0
1044,Demand Sites and Catchments\Adaman\Winter_Wheat,Maximum Infiltration Rate,243.8
1045,Demand Sites and Catchments\Adaman\Winter_Wheat,Release Requirement,0
1046,Demand Sites and Catchments\Adaman\Winter_Wheat,Maximum Percolation Rate,7315.2
1047,Demand Sites and Catchments\Adaman\Winter_Wheat,Effective Precipitation,100
1048,Demand Sites and Catchments\Adaman\Winter_Wheat,Fraction Covered,0
1049,Demand Sites and Catchments\Adaman\Winter_Wheat,Direct Recharge to GW,0.0
1050,Demand Sites and Catchments\Adaman\Other_Hay,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\adaman_Other Hay.xlsx, A3:B12))"
1051,Demand Sites and Catchments\Adaman\Other_Hay,Potential Yield,9824
1052,Demand Sites and Catchments\Adaman\Other_Hay,Irrigation Schedule,"IrrigationSchedule(1, Jan 1, May 15, % of RAW, 100, % Depletion, 100)"
1053,Demand Sites and Catchments\Adaman\Other_Hay,Market Price,0
1054,Demand Sites and Catchments\Adaman\Other_Hay,Fraction Wetted,0.6
1055,Demand Sites and Catchments\Adaman\Other_Hay,Total Soil Thickness,2
1056,Demand Sites and Catchments\Adaman\Other_Hay,Irrigation Efficiency,60
1057,Demand Sites and Catchments\Adaman\Other_Hay,Loss to Groundwater,0
1058,Demand Sites and Catchments\Adaman\Other_Hay,Soil Water Capacity,SoilLibrary(Loam)
1059,Demand Sites and Catchments\Adaman\Other_Hay,Loss to Runoff,0
1060,Demand Sites and Catchments\Adaman\Other_Hay,Minimum Depth,0
1061,Demand Sites and Catchments\Adaman\Other_Hay,Target Depth,0
1062,Demand Sites and Catchments\Adaman\Other_Hay,Maximum Infiltration Rate,243.8
1063,Demand Sites and Catchments\Adaman\Other_Hay,Release Requirement,0
1064,Demand Sites and Catchments\Adaman\Other_Hay,Maximum Percolation Rate,7315.2
1065,Demand Sites and Catchments\Adaman\Other_Hay,Effective Precipitation,100
1066,Demand Sites and Catchments\Adaman\Other_Hay,Fraction Covered,0
1067,Demand Sites and Catchments\Adaman\Other_Hay,Direct Recharge to GW,0.0
1068,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\adaman_Alfalfa.xlsx, A3:B12))*0.24"
1069,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Potential Yield,"MultiCropValues(2619, 2619, 2619, 2619)"
1070,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Irrigation Schedule,"IrrigationSchedule(1, Mar 1, May 14, % of RAW, 100, % Depletion, 100,  2, May 15, Jun 28, % of RAW, 100, % Depletion, 100,  3, Jun 29, Aug 12, % of RAW, 100, % Depletion, 100,  4, Aug 13, Sep 26, % of RAW, 100, % Depletion, 100)"
1071,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Market Price,0
1072,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Fraction Wetted,0.6
1073,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Total Soil Thickness,2
1074,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Irrigation Efficiency,60
1075,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Loss to Groundwater,0
1076,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Soil Water Capacity,SoilLibrary(Loam)
1077,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Loss to Runoff,0
1078,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Minimum Depth,0
1079,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Target Depth,0
1080,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Maximum Infiltration Rate,243.8
1081,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Release Requirement,0
1082,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Maximum Percolation Rate,7315.2
1083,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Effective Precipitation,100
1084,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Fraction Covered,0
1085,Demand Sites and Catchments\Adaman\Alfalfa_haylage,Direct Recharge to GW,0.0
1086,Demand Sites and Catchments\Adaman\Sorghum_silage,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\adaman_Sorghum.xlsx, A3:B12))*0.8102"
1087,Demand Sites and Catchments\Adaman\Sorghum_silage,Potential Yield,45932
1088,Demand Sites and Catchments\Adaman\Sorghum_silage,Irrigation Schedule,"IrrigationSchedule(1, Apr 1, Aug 8, % of RAW, 100, % Depletion, 100)"
1089,Demand Sites and Catchments\Adaman\Sorghum_silage,Market Price,0
1090,Demand Sites and Catchments\Adaman\Sorghum_silage,Fraction Wetted,0.6
1091,Demand Sites and Catchments\Adaman\Sorghum_silage,Total Soil Thickness,2
1092,Demand Sites and Catchments\Adaman\Sorghum_silage,Irrigation Efficiency,60
1093,Demand Sites and Catchments\Adaman\Sorghum_silage,Loss to Groundwater,0
1094,Demand Sites and Catchments\Adaman\Sorghum_silage,Soil Water Capacity,SoilLibrary(Loam)
1095,Demand Sites and Catchments\Adaman\Sorghum_silage,Loss to Runoff,0
1096,Demand Sites and Catchments\Adaman\Sorghum_silage,Minimum Depth,0
1097,Demand Sites and Catchments\Adaman\Sorghum_silage,Target Depth,0
1098,Demand Sites and Catchments\Adaman\Sorghum_silage,Maximum Infiltration Rate,243.8
1099,Demand Sites and Catchments\Adaman\Sorghum_silage,Release Requirement,0
1100,Demand Sites and Catchments\Adaman\Sorghum_silage,Maximum Percolation Rate,7315.2
1101,Demand Sites and Catchments\Adaman\Sorghum_silage,Effective Precipitation,100
1102,Demand Sites and Catchments\Adaman\Sorghum_silage,Fraction Covered,0
1103,Demand Sites and Catchments\Adaman\Sorghum_silage,Direct Recharge to GW,0.0
1104,Demand Sites and Catchments\Adaman\Corn_silage,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\adaman_Corn.xlsx, A3:B12))*0.9553"
1105,Demand Sites and Catchments\Adaman\Corn_silage,Potential Yield,58667
1106,Demand Sites and Catchments\Adaman\Corn_silage,Irrigation Schedule,"IrrigationSchedule(1, Mar 15, Aug 1, % of RAW, 100, % Depletion, 100)"
1107,Demand Sites and Catchments\Adaman\Corn_silage,Market Price,0
1108,Demand Sites and Catchments\Adaman\Corn_silage,Fraction Wetted,0.6
1109,Demand Sites and Catchments\Adaman\Corn_silage,Total Soil Thickness,2
1110,Demand Sites and Catchments\Adaman\Corn_silage,Irrigation Efficiency,60
1111,Demand Sites and Catchments\Adaman\Corn_silage,Loss to Groundwater,0
1112,Demand Sites and Catchments\Adaman\Corn_silage,Soil Water Capacity,SoilLibrary(Loam)
1113,Demand Sites and Catchments\Adaman\Corn_silage,Loss to Runoff,0
1114,Demand Sites and Catchments\Adaman\Corn_silage,Minimum Depth,0
1115,Demand Sites and Catchments\Adaman\Corn_silage,Target Depth,0
1116,Demand Sites and Catchments\Adaman\Corn_silage,Maximum Infiltration Rate,243.8
1117,Demand Sites and Catchments\Adaman\Corn_silage,Release Requirement,0
1118,Demand Sites and Catchments\Adaman\Corn_silage,Maximum Percolation Rate,7315.2
1119,Demand Sites and Catchments\Adaman\Corn_silage,Effective Precipitation,100
1120,Demand Sites and Catchments\Adaman\Corn_silage,Fraction Covered,0
1121,Demand Sites and Catchments\Adaman\Corn_silage,Direct Recharge to GW,0.0
1122,Demand Sites and Catchments\Adaman\VegFruit,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\adaman_VegFruit.xlsx, A3:B12))"
1123,Demand Sites and Catchments\Adaman\VegFruit,Potential Yield,33407
1124,Demand Sites and Catchments\Adaman\VegFruit,Irrigation Schedule,"IrrigationSchedule(1, Nov 15, Apr 20, % of RAW, 100, % Depletion, 100)"
1125,Demand Sites and Catchments\Adaman\VegFruit,Market Price,0
1126,Demand Sites and Catchments\Adaman\VegFruit,Fraction Wetted,0.6
1127,Demand Sites and Catchments\Adaman\VegFruit,Total Soil Thickness,2
1128,Demand Sites and Catchments\Adaman\VegFruit,Irrigation Efficiency,60
1129,Demand Sites and Catchments\Adaman\VegFruit,Loss to Groundwater,0
1130,Demand Sites and Catchments\Adaman\VegFruit,Soil Water Capacity,SoilLibrary(Loam)
1131,Demand Sites and Catchments\Adaman\VegFruit,Loss to Runoff,0
1132,Demand Sites and Catchments\Adaman\VegFruit,Minimum Depth,0
1133,Demand Sites and Catchments\Adaman\VegFruit,Target Depth,0
1134,Demand Sites and Catchments\Adaman\VegFruit,Maximum Infiltration Rate,243.8
1135,Demand Sites and Catchments\Adaman\VegFruit,Release Requirement,0
1136,Demand Sites and Catchments\Adaman\VegFruit,Maximum Percolation Rate,7315.2
1137,Demand Sites and Catchments\Adaman\VegFruit,Effective Precipitation,100
1138,Demand Sites and Catchments\Adaman\VegFruit,Fraction Covered,0
1139,Demand Sites and Catchments\Adaman\VegFruit,Direct Recharge to GW,0.0
1140,Demand Sites and Catchments\Saint_Joins,Demand Priority,1
1141,Demand Sites and Catchments\Saint_Joins,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Area\st_joins.xlsx, A3:B12))"
1142,Demand Sites and Catchments\Saint_Joins,Precipitation,"ReadFromFile(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Edited_Data\Phoenix_Encanto_2009_2018.csv, 8)"
1143,Demand Sites and Catchments\Saint_Joins,Min Temperature,0
1144,Demand Sites and Catchments\Saint_Joins,Max Temperature,0
1145,Demand Sites and Catchments\Saint_Joins,Min Humidity,"ReadFromFile(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Edited_Data\Phoenix_Encanto_2009_2018.csv, 5)"
1146,Demand Sites and Catchments\Saint_Joins,Max Humidity,0
1147,Demand Sites and Catchments\Saint_Joins,Average Humidity,0
1148,Demand Sites and Catchments\Saint_Joins,Irrigation Use of Runoff,0
1149,Demand Sites and Catchments\Saint_Joins,Wind,"ReadFromFile(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Edited_Data\Phoenix_Encanto_2009_2018.csv, 9)"
1150,Demand Sites and Catchments\Saint_Joins,Solar Radiation,0
1151,Demand Sites and Catchments\Saint_Joins,Sunshine Hours,0
1152,Demand Sites and Catchments\Saint_Joins,Cloudiness Fraction,0
1153,Demand Sites and Catchments\Saint_Joins,Krs,0.16
1154,Demand Sites and Catchments\Saint_Joins,Capital Costs,0
1155,Demand Sites and Catchments\Saint_Joins,Fixed Operating Costs,0
1156,Demand Sites and Catchments\Saint_Joins,Variable Operating Costs,0
1157,Demand Sites and Catchments\Saint_Joins,Fixed Benefits,0
1158,Demand Sites and Catchments\Saint_Joins,Variable Benefits,0
1159,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\st_joins_Alfalfa.xlsx, A3:B12))*0.760"
1160,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Potential Yield,"MultiCropValues(4846, 4846, 4846, 4846)"
1161,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Irrigation Schedule,"IrrigationSchedule(1, Mar 1, May 14, % of RAW, 100, % Depletion, 100,  2, May 15, Jun 28, % of RAW, 100, % Depletion, 100,  3, Jun 29, Aug 12, % of RAW, 100, % Depletion, 100,  4, Aug 13, Sep 26, % of RAW, 100, % Depletion, 100)"
1162,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Market Price,0
1163,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Fraction Wetted,0.6
1164,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Total Soil Thickness,2
1165,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Irrigation Efficiency,60
1166,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Loss to Groundwater,0
1167,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Soil Water Capacity,SoilLibrary(Loam)
1168,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Loss to Runoff,0
1169,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Minimum Depth,0
1170,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Target Depth,0
1171,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Maximum Infiltration Rate,243.8
1172,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Release Requirement,0
1173,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Maximum Percolation Rate,7315.2
1174,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Effective Precipitation,100
1175,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Fraction Covered,0
1176,Demand Sites and Catchments\Saint_Joins\Alfalfa_hay,Direct Recharge to GW,0.0
1177,Demand Sites and Catchments\Saint_Joins\Corn_grain,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\st_joins_Corn.xlsx, A3:B12))*0.0447"
1178,Demand Sites and Catchments\Saint_Joins\Corn_grain,Potential Yield,9915
1179,Demand Sites and Catchments\Saint_Joins\Corn_grain,Irrigation Schedule,"IrrigationSchedule(1, Mar 15, Aug 1, % of RAW, 100, % Depletion, 100)"
1180,Demand Sites and Catchments\Saint_Joins\Corn_grain,Market Price,0
1181,Demand Sites and Catchments\Saint_Joins\Corn_grain,Fraction Wetted,0.6
1182,Demand Sites and Catchments\Saint_Joins\Corn_grain,Total Soil Thickness,2
1183,Demand Sites and Catchments\Saint_Joins\Corn_grain,Irrigation Efficiency,60
1184,Demand Sites and Catchments\Saint_Joins\Corn_grain,Loss to Groundwater,0
1185,Demand Sites and Catchments\Saint_Joins\Corn_grain,Soil Water Capacity,SoilLibrary(Loam)
1186,Demand Sites and Catchments\Saint_Joins\Corn_grain,Loss to Runoff,0
1187,Demand Sites and Catchments\Saint_Joins\Corn_grain,Minimum Depth,0
1188,Demand Sites and Catchments\Saint_Joins\Corn_grain,Target Depth,0
1189,Demand Sites and Catchments\Saint_Joins\Corn_grain,Maximum Infiltration Rate,243.8
1190,Demand Sites and Catchments\Saint_Joins\Corn_grain,Release Requirement,0
1191,Demand Sites and Catchments\Saint_Joins\Corn_grain,Maximum Percolation Rate,7315.2
1192,Demand Sites and Catchments\Saint_Joins\Corn_grain,Effective Precipitation,100
1193,Demand Sites and Catchments\Saint_Joins\Corn_grain,Fraction Covered,0
1194,Demand Sites and Catchments\Saint_Joins\Corn_grain,Direct Recharge to GW,0.0
1195,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\st_joins_Durum Wheat.xlsx, A3:B12))"
1196,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Potential Yield,6445
1197,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Irrigation Schedule,"IrrigationSchedule(1, Jan 1, Jun 29, % of RAW, 100, % Depletion, 100)"
1198,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Market Price,0
1199,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Fraction Wetted,0.6
1200,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Total Soil Thickness,2
1201,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Irrigation Efficiency,60
1202,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Loss to Groundwater,0
1203,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Soil Water Capacity,SoilLibrary(Loam)
1204,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Loss to Runoff,0
1205,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Minimum Depth,0
1206,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Target Depth,0
1207,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Maximum Infiltration Rate,243.8
1208,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Release Requirement,0
1209,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Maximum Percolation Rate,7315.2
1210,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Effective Precipitation,100
1211,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Fraction Covered,0
1212,Demand Sites and Catchments\Saint_Joins\Durum_Wheat,Direct Recharge to GW,0.0
1213,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\st_joins_Sorghum.xlsx, A3:B12))*0.1898"
1214,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Potential Yield,4516
1215,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Irrigation Schedule,"IrrigationSchedule(1, Apr 1, Aug 8, % of RAW, 100, % Depletion, 100)"
1216,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Market Price,0
1217,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Fraction Wetted,0.6
1218,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Total Soil Thickness,2
1219,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Irrigation Efficiency,60
1220,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Loss to Groundwater,0
1221,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Soil Water Capacity,SoilLibrary(Loam)
1222,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Loss to Runoff,0
1223,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Minimum Depth,0
1224,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Target Depth,0
1225,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Maximum Infiltration Rate,243.8
1226,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Release Requirement,0
1227,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Maximum Percolation Rate,7315.2
1228,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Effective Precipitation,100
1229,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Fraction Covered,0
1230,Demand Sites and Catchments\Saint_Joins\Sorghum_grain,Direct Recharge to GW,0.0
1231,Demand Sites and Catchments\Saint_Joins\Potatoes,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\st_joins_Potatoes.xlsx, A3:B12))"
1232,Demand Sites and Catchments\Saint_Joins\Potatoes,Potential Yield,31608
1233,Demand Sites and Catchments\Saint_Joins\Potatoes,Irrigation Schedule,"IrrigationSchedule(1, Mar 1, Jul 18, % of RAW, 100, % Depletion, 100)"
1234,Demand Sites and Catchments\Saint_Joins\Potatoes,Market Price,0
1235,Demand Sites and Catchments\Saint_Joins\Potatoes,Fraction Wetted,0.6
1236,Demand Sites and Catchments\Saint_Joins\Potatoes,Total Soil Thickness,2
1237,Demand Sites and Catchments\Saint_Joins\Potatoes,Irrigation Efficiency,60
1238,Demand Sites and Catchments\Saint_Joins\Potatoes,Loss to Groundwater,0
1239,Demand Sites and Catchments\Saint_Joins\Potatoes,Soil Water Capacity,SoilLibrary(Loam)
1240,Demand Sites and Catchments\Saint_Joins\Potatoes,Loss to Runoff,0
1241,Demand Sites and Catchments\Saint_Joins\Potatoes,Minimum Depth,0
1242,Demand Sites and Catchments\Saint_Joins\Potatoes,Target Depth,0
1243,Demand Sites and Catchments\Saint_Joins\Potatoes,Maximum Infiltration Rate,243.8
